fam,geneA1_extracted,geneA2_extracted,geneB1_extracted,geneB2_extracted
Legume.fam3.01626,Glyma.16G126900,Glyma.02G047400,Glyma.11G077800,Glyma.01G165400
Legume.fam3.01631,Glyma.02G059200,Glyma.16G142100,Glyma.01G178500,Glyma.11G063700
Legume.fam3.01632,Glyma.11G056700,Glyma.01G185400,Glyma.05G085000,Glyma.17G175700
Legume.fam3.01633,Glyma.11G054200,Glyma.01G187900,Glyma.17G170900,Glyma.05G093000
Legume.fam3.01634,Glyma.11G053900,Glyma.01G188200,Glyma.17G170600,Glyma.05G091800
Legume.fam3.01635,Glyma.05G106000,Glyma.17G160500,Glyma.01G194600,Glyma.11G047300
Legume.fam3.01636,Glyma.05G070600,Glyma.17G153300,Glyma.11G042000,Glyma.01G200100
Legume.fam3.01639,Glyma.17G135500,Glyma.05G053100,Glyma.11G029600,Glyma.01G212200
Legume.fam3.01642,Glyma.11G026000,Glyma.01G217300,Glyma.17G130700,Glyma.05G048800
Legume.fam3.01643,Glyma.05G211200,Glyma.08G017600,Glyma.01G222200,Glyma.11G021600
Legume.fam3.01644,Glyma.06G303502,Glyma.12G100400,Glyma.13G308000,Glyma.12G194600
Legume.fam3.01648,Glyma.12G193600,Glyma.13G308900,Glyma.12G098600,Glyma.06G306000
Legume.fam3.01649,Glyma.01G097900,Glyma.08G273400,Glyma.09G203400,Glyma.01G019300
Legume.fam3.01650,Glyma.01G022500,Glyma.09G199800,Glyma.18G148000,Glyma.08G279000
Legume.fam3.01651,Glyma.02G035300,Glyma.01G030200,Glyma.18G138700,Glyma.08G286600
Legume.fam3.01652,Glyma.12G096300,Glyma.06G308600,Glyma.12G190700,Glyma.13G311000
Legume.fam3.01653,Glyma.01G031700,Glyma.02G033900,Glyma.08G288100,Glyma.18G137100
Legume.fam3.01655,Glyma.01G038800,Glyma.02G025900,Glyma.08G293400,Glyma.18G129700
Legume.fam3.01656,Glyma.08G291000,Glyma.18G133100,Glyma.01G035600,Glyma.02G030200
Legume.fam3.01659,Glyma.07G229100,Glyma.20G033300,Glyma.02G109800,Glyma.01G051300
Legume.fam3.01661,Glyma.20G186500,Glyma.10G204200,Glyma.01G086700,Glyma.02G098800
Legume.fam3.01662,Glyma.12G184500,Glyma.13G316900,Glyma.11G183700,Glyma.12G088700
Legume.fam3.01664,Glyma.11G191900,Glyma.12G082400,Glyma.12G179300,Glyma.13G321300
Legume.fam3.01665,Glyma.12G177500,Glyma.13G323200,Glyma.11G194700,Glyma.12G079400
Legume.fam3.01667,Glyma.13G325100,Glyma.12G174200,Glyma.12G076500,Glyma.11G145400
Legume.fam3.01668,Glyma.13G335200,Glyma.15G039300,Glyma.11G140200,Glyma.12G063800
Legume.fam3.01669,Glyma.15G037700,Glyma.13G336600,Glyma.12G062700,Glyma.11G139100
Legume.fam3.01670,Glyma.16G133300,Glyma.02G053200,Glyma.01G171200,Glyma.11G071900
Legume.fam3.01674,Glyma.18G119600,Glyma.08G300700,Glyma.01G046700,Glyma.02G106900
Legume.fam3.01675,Glyma.11G088900,Glyma.01G155900,Glyma.09G195100,Glyma.16G116000
Legume.fam3.01678,Glyma.09G010600,Glyma.15G115100,Glyma.07G265800,Glyma.17G008200
Legume.fam3.01679,Glyma.15G116300,Glyma.09G011800,Glyma.07G266500,Glyma.17G007600
Legume.fam3.01685,Glyma.13G106700,Glyma.17G052600,Glyma.09G066400,Glyma.15G172400
Legume.fam3.01686,Glyma.09G034800,Glyma.15G139500,Glyma.17G034500,Glyma.07G239000
Legume.fam3.01687,Glyma.10G003400,Glyma.02G005100,Glyma.10G244600,Glyma.20G149800
Legume.fam3.01690,Glyma.06G296800,Glyma.12G108400,Glyma.12G202201,Glyma.13G300000
Legume.fam3.01691,Glyma.01G228900,Glyma.11G011700,Glyma.12G018500,Glyma.11G092200
Legume.fam3.01692,Glyma.09G017000,Glyma.15G122600,Glyma.17G003900,Glyma.07G269900
Legume.fam3.01693,Glyma.08G100100,Glyma.05G143800,Glyma.13G221400,Glyma.15G091000
Legume.fam3.01694,Glyma.18G286600,Glyma.02G094800,Glyma.10G290800,Glyma.20G239800
Legume.fam3.01702,Glyma.01G121000,Glyma.03G056900,Glyma.18G202400,Glyma.07G151100
Legume.fam3.01704,Glyma.09G275100,Glyma.18G214000,Glyma.01G132866,Glyma.03G035300
Legume.fam3.01707,Glyma.20G168800,Glyma.10G222900,Glyma.02G079900,Glyma.16G164500
Legume.fam3.01708,Glyma.20G166100,Glyma.10G225900,Glyma.16G168200,Glyma.02G082500
Legume.fam3.01713,Glyma.13G362400,Glyma.15G011400,Glyma.07G033000,Glyma.08G209200
Legume.fam3.01718,Glyma.08G240700,Glyma.18G263300,Glyma.13G060300,Glyma.19G026200
Legume.fam3.01719,Glyma.08G243100,Glyma.18G265200,Glyma.19G028600,Glyma.13G057600
Legume.fam3.01720,Glyma.19G030900,Glyma.13G056000,Glyma.08G247300,Glyma.18G268700
Legume.fam3.01721,Glyma.20G157200,Glyma.10G237400,Glyma.09G142100,Glyma.16G195400
Legume.fam3.01722,Glyma.20G156200,Glyma.10G238300,Glyma.09G143900,Glyma.16G196900
Legume.fam3.01724,Glyma.09G146800,Glyma.16G198700,Glyma.20G155500,Glyma.10G239000
Legume.fam3.01725,Glyma.20G153900,Glyma.10G240800,Glyma.09G148900,Glyma.16G200600
Legume.fam3.01726,Glyma.10G241500,Glyma.20G152800,Glyma.09G150100,Glyma.16G201500
Legume.fam3.01728,Glyma.05G247300,Glyma.08G055700,Glyma.09G173800,Glyma.07G103500
Legume.fam3.01734,Glyma.08G035900,Glyma.05G228850,Glyma.01G146000,Glyma.09G193500
Legume.fam3.01735,Glyma.05G228700,Glyma.08G035700,Glyma.01G146100,Glyma.09G193600
Legume.fam3.01736,Glyma.01G005500,Glyma.07G126500,Glyma.08G031900,Glyma.05G225100
Legume.fam3.01737,Glyma.01G005400,Glyma.07G126400,Glyma.08G031700,Glyma.05G224900
Legume.fam3.01740,Glyma.13G063200,Glyma.19G022100,Glyma.09G238800,Glyma.18G259100
Legume.fam3.01741,Glyma.09G240600,Glyma.18G255700,Glyma.13G064900,Glyma.19G020100
Legume.fam3.01743,Glyma.19G152800,Glyma.03G149800,Glyma.02G150000,Glyma.10G023800
Legume.fam3.01744,Glyma.19G153900,Glyma.03G151400,Glyma.02G149200,Glyma.10G024500
Legume.fam3.01745,Glyma.02G140600,Glyma.10G033500,Glyma.03G159900,Glyma.19G161900
Legume.fam3.01747,Glyma.03G185200,Glyma.19G185700,Glyma.10G058900,Glyma.13G145700
Legume.fam3.01749,Glyma.19G201000,Glyma.03G203600,Glyma.10G083500,Glyma.02G193700
Legume.fam3.01750,Glyma.02G193200,Glyma.10G083700,Glyma.03G203900,Glyma.19G201300
Legume.fam3.01751,Glyma.19G204800,Glyma.03G207300,Glyma.02G169700,Glyma.09G105600
Legume.fam3.01753,Glyma.02G174800,Glyma.10G093600,Glyma.03G141200,Glyma.19G143900
Legume.fam3.01754,Glyma.19G141100,Glyma.03G138100,Glyma.10G099400,Glyma.02G182600
Legume.fam3.01758,Glyma.02G072500,Glyma.16G153700,Glyma.19G112800,Glyma.16G040300
Legume.fam3.01761,Glyma.03G217700,Glyma.19G214300,Glyma.10G015800,Glyma.02G015200
Legume.fam3.01765,Glyma.20G094500,Glyma.10G145300,Glyma.03G229800,Glyma.19G227800
Legume.fam3.01766,Glyma.19G230500,Glyma.03G233400,Glyma.10G150000,Glyma.20G238400
Legume.fam3.01767,Glyma.20G236200,Glyma.10G152200,Glyma.19G233900,Glyma.03G236300
Legume.fam3.01768,Glyma.19G235500,Glyma.03G238100,Glyma.20G233900,Glyma.10G154400
Legume.fam3.01769,Glyma.10G160400,Glyma.20G228000,Glyma.19G242900,Glyma.03G245500
Legume.fam3.01770,Glyma.10G163200,Glyma.20G225800,Glyma.19G245800,Glyma.03G247800
Legume.fam3.01772,Glyma.20G010200,Glyma.07G177600,Glyma.02G134500,Glyma.07G210700
Legume.fam3.01773,Glyma.06G103700,Glyma.04G102400,Glyma.13G088900,Glyma.14G172800
Legume.fam3.01774,Glyma.06G096900,Glyma.04G095100,Glyma.02G214500,Glyma.14G182000
Legume.fam3.01776,Glyma.14G185700,Glyma.02G218300,Glyma.06G091600,Glyma.04G089800
Legume.fam3.01779,Glyma.04G084900,Glyma.06G086400,Glyma.17G192800,Glyma.14G145700
Legume.fam3.01781,Glyma.14G128400,Glyma.17G205300,Glyma.06G072600,Glyma.04G071000
Legume.fam3.01784,Glyma.17G234000,Glyma.14G089039,Glyma.06G047300,Glyma.04G046600
Legume.fam3.01785,Glyma.06G010600,Glyma.04G010800,Glyma.11G115200,Glyma.12G041000
Legume.fam3.01786,Glyma.17G234800,Glyma.14G089021,Glyma.06G046800,Glyma.04G046000
Legume.fam3.01792,Glyma.11G233300,Glyma.18G023966,Glyma.14G056300,Glyma.02G261900
Legume.fam3.01793,Glyma.14G060700,Glyma.02G255800,Glyma.11G228300,Glyma.18G029000
Legume.fam3.01794,Glyma.02G254300,Glyma.14G062100,Glyma.11G227300,Glyma.18G030200
Legume.fam3.01796,Glyma.18G041400,Glyma.11G215200,Glyma.02G243600,Glyma.14G212700
Legume.fam3.01797,Glyma.14G210000,Glyma.02G240500,Glyma.18G043900,Glyma.11G212400
Legume.fam3.01799,Glyma.14G207900,Glyma.02G239000,Glyma.18G048000,Glyma.11G202800
Legume.fam3.01800,Glyma.18G050800,Glyma.11G200201,Glyma.14G206100,Glyma.02G237100
Legume.fam3.01803,Glyma.18G051600,Glyma.11G199200,Glyma.14G205100,Glyma.02G236600
Legume.fam3.01804,Glyma.02G230200,Glyma.14G197300,Glyma.11G165700,Glyma.18G058600
Legume.fam3.01806,Glyma.14G191700,Glyma.02G224900,Glyma.18G065200,Glyma.11G176500
Legume.fam3.01807,Glyma.07G232400,Glyma.20G041500,Glyma.02G278900,Glyma.14G035800
Legume.fam3.01813,Glyma.11G162600,Glyma.18G055900,Glyma.14G201200,Glyma.02G233200
Legume.fam3.01815,Glyma.18G051100,Glyma.11G199700,Glyma.02G237000,Glyma.14G206000
Legume.fam3.01816,Glyma.06G022000,Glyma.04G021800,Glyma.14G221300,Glyma.17G260200
Legume.fam3.01817,Glyma.18G073600,Glyma.08G333200,Glyma.02G302600,Glyma.14G011500
Legume.fam3.01819,Glyma.18G097100,Glyma.08G315800,Glyma.02G290700,Glyma.14G024000
Legume.fam3.01820,Glyma.07G268700,Glyma.17G005100,Glyma.15G120800,Glyma.09G015100
Legume.fam3.01825,Glyma.15G067300,Glyma.13G246600,Glyma.07G189900,Glyma.08G059300
Legume.fam3.01826,Glyma.07G192700,Glyma.13G183700,Glyma.15G070200,Glyma.13G243500
Legume.fam3.01827,Glyma.13G242700,Glyma.15G070800,Glyma.07G193100,Glyma.13G183300
Legume.fam3.01828,Glyma.13G182700,Glyma.07G193900,Glyma.13G241900,Glyma.15G071400
Legume.fam3.01830,Glyma.13G240800,Glyma.15G072700,Glyma.07G195400,Glyma.13G180900
Legume.fam3.01831,Glyma.13G237500,Glyma.15G076000,Glyma.13G177500,Glyma.07G198900
Legume.fam3.01832,Glyma.07G201800,Glyma.13G174700,Glyma.13G234700,Glyma.15G078300
Legume.fam3.01834,Glyma.10G024600,Glyma.02G149100,Glyma.19G154100,Glyma.03G151500
Legume.fam3.01836,Glyma.03G232800,Glyma.19G229800,Glyma.20G239200,Glyma.10G148800
Legume.fam3.01839,Glyma.07G070500,Glyma.03G009000,Glyma.18G233100,Glyma.09G259200
Legume.fam3.01841,Glyma.03G258600,Glyma.19G257200,Glyma.16G023400,Glyma.07G054600
Legume.fam3.01842,Glyma.19G260400,Glyma.03G261300,Glyma.16G018000,Glyma.07G049400
Legume.fam3.01843,Glyma.16G017600,Glyma.07G049000,Glyma.03G261500,Glyma.19G260600
Legume.fam3.01844,Glyma.15G025900,Glyma.13G348100,Glyma.08G190300,Glyma.07G007600
Legume.fam3.01845,Glyma.07G008400,Glyma.08G191400,Glyma.13G348400,Glyma.15G025400
Legume.fam3.01847,Glyma.08G217100,Glyma.07G025300,Glyma.15G004100,Glyma.13G369500
Legume.fam3.01848,Glyma.07G144200,Glyma.18G195400,Glyma.01G110400,Glyma.03G076100
Legume.fam3.01849,Glyma.07G068000,Glyma.16G034100,Glyma.18G235600,Glyma.09G256800
Legume.fam3.01852,Glyma.16G088000,Glyma.03G086200,Glyma.08G346700,Glyma.18G158100
Legume.fam3.01856,Glyma.06G178600,Glyma.04G187300,Glyma.17G085600,Glyma.05G040700
Legume.fam3.01857,Glyma.04G194900,Glyma.06G171000,Glyma.05G047400,Glyma.17G129200
Legume.fam3.01860,Glyma.04G203000,Glyma.06G162500,Glyma.05G199100,Glyma.08G006400
Legume.fam3.01861,Glyma.05G195600,Glyma.08G003200,Glyma.04G207700,Glyma.06G158100
Legume.fam3.01862,Glyma.05G194101,Glyma.08G002100,Glyma.06G156300,Glyma.04G209700
Legume.fam3.01863,Glyma.12G221500,Glyma.13G279900,Glyma.12G149100,Glyma.06G248900
Legume.fam3.01865,Glyma.12G219400,Glyma.13G281900,Glyma.06G254500,Glyma.12G147000
Legume.fam3.01866,Glyma.12G215200,Glyma.13G286400,Glyma.06G266500,Glyma.12G136600
Legume.fam3.01869,Glyma.15G148200,Glyma.09G044700,Glyma.17G026500,Glyma.07G247300
Legume.fam3.01871,Glyma.09G037900,Glyma.15G143000,Glyma.07G241500,Glyma.17G032400
Legume.fam3.01874,Glyma.15G180900,Glyma.09G072100,Glyma.13G112500,Glyma.17G047200
Legume.fam3.01875,Glyma.12G209600,Glyma.13G291700,Glyma.12G122300,Glyma.06G283800
Legume.fam3.01878,Glyma.10G136800,Glyma.20G086400,Glyma.10G189200,Glyma.20G201500
Legume.fam3.01879,Glyma.20G200400,Glyma.10G190300,Glyma.10G134400,Glyma.20G085100
Legume.fam3.01880,Glyma.12G119200,Glyma.06G287000,Glyma.12G207400,Glyma.13G293700
Legume.fam3.01881,Glyma.13G293800,Glyma.12G207200,Glyma.12G118800,Glyma.06G287200
Legume.fam3.01882,Glyma.10G249600,Glyma.20G144000,Glyma.11G004700,Glyma.01G238900
Legume.fam3.01884,Glyma.13G208500,Glyma.15G104300,Glyma.07G257200,Glyma.17G016900
Legume.fam3.01885,Glyma.13G214300,Glyma.15G098900,Glyma.07G252300,Glyma.17G022200
Legume.fam3.01887,Glyma.11G080500,Glyma.01G162900,Glyma.02G044300,Glyma.16G121900
Legume.fam3.01889,Glyma.02G051900,Glyma.16G132100,Glyma.11G072500,Glyma.01G170700
Legume.fam3.01891,Glyma.11G062400,Glyma.01G179800,Glyma.02G059900,Glyma.16G142700
Legume.fam3.01894,Glyma.05G095900,Glyma.17G174900,Glyma.01G185800,Glyma.11G056200
Legume.fam3.01895,Glyma.01G186100,Glyma.11G055900,Glyma.05G095666,Glyma.17G174600
Legume.fam3.01896,Glyma.11G055300,Glyma.01G186700,Glyma.05G094900,Glyma.17G173100
Legume.fam3.01898,Glyma.12G200200,Glyma.13G302100,Glyma.12G106600,Glyma.06G299100
Legume.fam3.01902,Glyma.01G192500,Glyma.11G049600,Glyma.05G103600,Glyma.17G163200
Legume.fam3.01904,Glyma.11G036400,Glyma.01G206700,Glyma.17G145300,Glyma.05G063500
Legume.fam3.01905,Glyma.01G211000,Glyma.11G030800,Glyma.17G138500,Glyma.05G056300
Legume.fam3.01906,Glyma.05G209800,Glyma.08G016500,Glyma.11G022600,Glyma.01G221100
Legume.fam3.01911,Glyma.11G172401,Glyma.12G095700,Glyma.12G190100,Glyma.13G311600
Legume.fam3.01912,Glyma.08G290800,Glyma.18G133300,Glyma.01G035300,Glyma.02G030800
Legume.fam3.01913,Glyma.01G040400,Glyma.02G024200,Glyma.18G128200,Glyma.08G294800
Legume.fam3.01914,Glyma.20G033900,Glyma.07G229000,Glyma.01G050100,Glyma.02G109100
Legume.fam3.01917,Glyma.08G261000,Glyma.01G080500,Glyma.20G116700,Glyma.10G273200
Legume.fam3.01919,Glyma.12G085600,Glyma.11G189000,Glyma.13G318900,Glyma.12G181900
Legume.fam3.01920,Glyma.11G189400,Glyma.12G084900,Glyma.12G181500,Glyma.13G319400
Legume.fam3.01922,Glyma.13G328100,Glyma.12G170900,Glyma.11G154005,Glyma.12G071300
Legume.fam3.01924,Glyma.11G145854,Glyma.12G074700,Glyma.15G042700,Glyma.13G331400
Legume.fam3.01928,Glyma.13G342300,Glyma.15G032100,Glyma.12G055100,Glyma.11G130700
Legume.fam3.01931,Glyma.07G230300,Glyma.20G036600,Glyma.02G107200,Glyma.01G048000
Legume.fam3.01932,Glyma.02G105600,Glyma.01G045100,Glyma.08G298900,Glyma.18G122000
Legume.fam3.01934,Glyma.08G296400,Glyma.18G125800,Glyma.02G021700,Glyma.01G042400
Legume.fam3.01937,Glyma.20G142200,Glyma.10G251300,Glyma.11G003400,Glyma.01G240100
Legume.fam3.01944,Glyma.02G004600,Glyma.10G003700,Glyma.10G245000,Glyma.20G149600
Legume.fam3.01945,Glyma.10G001800,Glyma.02G001500,Glyma.20G210900,Glyma.10G179400
Legume.fam3.01946,Glyma.11G125500,Glyma.12G050100,Glyma.13G346300,Glyma.15G027900
Legume.fam3.01948,Glyma.11G127100,Glyma.12G051700,Glyma.13G344700,Glyma.15G029500
Legume.fam3.01949,Glyma.11G133700,Glyma.12G057900,Glyma.13G339900,Glyma.15G034500
Legume.fam3.01950,Glyma.15G036100,Glyma.13G338400,Glyma.11G137300,Glyma.12G060700
Legume.fam3.01951,Glyma.13G329600,Glyma.15G044500,Glyma.11G150034,Glyma.12G073200
Legume.fam3.01955,Glyma.13G288600,Glyma.12G213100,Glyma.06G270200,Glyma.12G134500
Legume.fam3.01956,Glyma.11G009200,Glyma.01G233600,Glyma.12G016900,Glyma.11G108500
Legume.fam3.01958,Glyma.17G178800,Glyma.05G081900,Glyma.11G058800,Glyma.01G183500
Legume.fam3.01961,Glyma.01G236400,Glyma.11G006800,Glyma.10G245400,Glyma.20G149200
Legume.fam3.01968,Glyma.08G232600,Glyma.15G217500,Glyma.08G161000,Glyma.15G266600
Legume.fam3.01972,Glyma.03G001800,Glyma.16G220500,Glyma.18G215900,Glyma.09G273200
Legume.fam3.01973,Glyma.13G196200,Glyma.15G234300,Glyma.11G157000,Glyma.04G136000
Legume.fam3.01976,Glyma.20G170500,Glyma.10G221000,Glyma.16G161500,Glyma.02G078700
Legume.fam3.01978,Glyma.07G030500,Glyma.08G212300,Glyma.15G007900,Glyma.13G365300
Legume.fam3.01979,Glyma.18G260400,Glyma.09G237100,Glyma.19G023000,Glyma.13G062600
Legume.fam3.01983,Glyma.17G011400,Glyma.07G262700,Glyma.15G110300,Glyma.09G005700
Legume.fam3.01984,Glyma.19G033800,Glyma.13G053000,Glyma.08G249900,Glyma.18G272200
Legume.fam3.01987,Glyma.09G145700,Glyma.16G197800,Glyma.10G238700,Glyma.20G155700
Legume.fam3.01988,Glyma.16G203800,Glyma.09G152900,Glyma.20G211800,Glyma.10G178300
Legume.fam3.01992,Glyma.09G188200,Glyma.07G088600,Glyma.08G039700,Glyma.05G232300
Legume.fam3.01993,Glyma.05G223000,Glyma.08G030100,Glyma.01G003900,Glyma.07G128000
Legume.fam3.01994,Glyma.10G024300,Glyma.02G149600,Glyma.19G153400,Glyma.03G150800
Legume.fam3.01995,Glyma.03G155300,Glyma.19G157500,Glyma.10G027200,Glyma.02G146700
Legume.fam3.01996,Glyma.02G145600,Glyma.10G028400,Glyma.19G158700,Glyma.03G156400
Legume.fam3.01998,Glyma.10G031900,Glyma.02G142500,Glyma.03G158700,Glyma.19G161100
Legume.fam3.01999,Glyma.19G166300,Glyma.03G164900,Glyma.13G125300,Glyma.10G038900
Legume.fam3.02000,Glyma.19G176600,Glyma.03G176100,Glyma.13G135300,Glyma.10G047500
Legume.fam3.02001,Glyma.10G046800,Glyma.13G134700,Glyma.19G175800,Glyma.03G175100
Legume.fam3.02002,Glyma.13G143600,Glyma.10G057100,Glyma.03G182800,Glyma.19G183400
Legume.fam3.02004,Glyma.19G199500,Glyma.03G202300,Glyma.10G081700,Glyma.02G196500
Legume.fam3.02005,Glyma.02G166500,Glyma.10G087300,Glyma.19G202800,Glyma.03G205300
Legume.fam3.02006,Glyma.09G110100,Glyma.02G171900,Glyma.19G148700,Glyma.03G145500
Legume.fam3.02009,Glyma.09G113000,Glyma.02G178100,Glyma.19G146600,Glyma.03G143600
Legume.fam3.02010,Glyma.10G093100,Glyma.02G175700,Glyma.03G141700,Glyma.19G144200
Legume.fam3.02011,Glyma.03G139800,Glyma.19G142600,Glyma.10G095100,Glyma.02G181100
Legume.fam3.02012,Glyma.03G134200,Glyma.19G136400,Glyma.02G186100,Glyma.10G107700
Legume.fam3.02018,Glyma.10G141100,Glyma.20G089800,Glyma.19G223800,Glyma.03G226900
Legume.fam3.02019,Glyma.20G092000,Glyma.10G143500,Glyma.03G228200,Glyma.19G225500
Legume.fam3.02024,Glyma.10G164100,Glyma.20G226500,Glyma.19G246600,Glyma.03G249000
Legume.fam3.02025,Glyma.09G216900,Glyma.01G151700,Glyma.16G076000,Glyma.16G107700
Legume.fam3.02027,Glyma.04G159200,Glyma.06G205900,Glyma.17G081400,Glyma.05G018500
Legume.fam3.02028,Glyma.04G021500,Glyma.06G021600,Glyma.17G260500,Glyma.14G221600
Legume.fam3.02033,Glyma.13G032500,Glyma.14G154900,Glyma.04G245700,Glyma.06G117400
Legume.fam3.02034,Glyma.04G245800,Glyma.06G117300,Glyma.13G032400,Glyma.14G154600
Legume.fam3.02036,Glyma.04G253000,Glyma.06G109500,Glyma.13G083300,Glyma.14G164600
Legume.fam3.02039,Glyma.14G135400,Glyma.17G197500,Glyma.04G076200,Glyma.06G077400
Legume.fam3.02040,Glyma.17G211200,Glyma.14G116500,Glyma.04G066700,Glyma.06G068100
Legume.fam3.02041,Glyma.17G215900,Glyma.14G111900,Glyma.04G063100,Glyma.06G064400
Legume.fam3.02042,Glyma.17G222700,Glyma.14G102700,Glyma.06G061700,Glyma.04G061100
Legume.fam3.02044,Glyma.04G057100,Glyma.06G057500,Glyma.17G219500,Glyma.14G106700
Legume.fam3.02048,Glyma.06G042100,Glyma.04G041200,Glyma.17G240100,Glyma.14G084700
Legume.fam3.02049,Glyma.06G009900,Glyma.04G010000,Glyma.13G201200,Glyma.12G235700
Legume.fam3.02050,Glyma.14G082200,Glyma.17G243100,Glyma.04G038000,Glyma.06G039000
Legume.fam3.02053,Glyma.11G112800,Glyma.12G038700,Glyma.04G009200,Glyma.06G009100
Legume.fam3.02054,Glyma.02G220300,Glyma.14G187500,Glyma.04G224600,Glyma.06G140100
Legume.fam3.02055,Glyma.04G223800,Glyma.06G141100,Glyma.02G219800,Glyma.14G187900
Legume.fam3.02056,Glyma.12G037700,Glyma.11G111700,Glyma.06G008800,Glyma.04G008900
Legume.fam3.02057,Glyma.14G057600,Glyma.02G264500,Glyma.18G025600,Glyma.11G231500
Legume.fam3.02060,Glyma.02G255400,Glyma.14G061200,Glyma.11G228100,Glyma.18G029300
Legume.fam3.02062,Glyma.02G252600,Glyma.14G064000,Glyma.11G225200,Glyma.18G032100
Legume.fam3.02063,Glyma.04G006200,Glyma.06G005900,Glyma.12G023500,Glyma.11G097500
Legume.fam3.02064,Glyma.14G207400,Glyma.02G238500,Glyma.11G202000,Glyma.18G048800
Legume.fam3.02065,Glyma.08G319800,Glyma.18G092700,Glyma.14G021500,Glyma.02G293100
Legume.fam3.02066,Glyma.14G205600,Glyma.02G236800,Glyma.18G051500,Glyma.11G199300
Legume.fam3.02068,Glyma.04G003100,Glyma.06G003100,Glyma.10G281600,Glyma.20G107600
Legume.fam3.02069,Glyma.02G276800,Glyma.14G038900,Glyma.20G046700,Glyma.13G072600
Legume.fam3.02070,Glyma.18G114900,Glyma.08G304200,Glyma.14G031800,Glyma.02G282500
Legume.fam3.02071,Glyma.08G307600,Glyma.18G110200,Glyma.02G284800,Glyma.14G030000
Legume.fam3.02072,Glyma.02G289000,Glyma.14G025800,Glyma.18G102700,Glyma.08G312400
Legume.fam3.02074,Glyma.04G250000,Glyma.06G112800,Glyma.14G148900,Glyma.13G080400
Legume.fam3.02075,Glyma.11G238000,Glyma.18G019300,Glyma.05G181500,Glyma.08G139200
Legume.fam3.02077,Glyma.14G201800,Glyma.02G234200,Glyma.18G055300,Glyma.11G161600
Legume.fam3.02081,Glyma.02G227000,Glyma.14G194100,Glyma.11G174400,Glyma.18G062200
Legume.fam3.02082,Glyma.08G322800,Glyma.18G089400,Glyma.02G295800,Glyma.14G017600
Legume.fam3.02083,Glyma.18G106800,Glyma.08G309500,Glyma.02G286800,Glyma.14G028100
Legume.fam3.02087,Glyma.15G061400,Glyma.13G253500,Glyma.07G185300,Glyma.08G063900
Legume.fam3.02089,Glyma.07G191500,Glyma.13G185200,Glyma.13G244900,Glyma.15G068800
Legume.fam3.02091,Glyma.13G181400,Glyma.07G195100,Glyma.13G241200,Glyma.15G072200
Legume.fam3.02093,Glyma.07G204300,Glyma.13G171800,Glyma.15G080200,Glyma.13G232500
Legume.fam3.02095,Glyma.05G159200,Glyma.08G117000,Glyma.13G228300,Glyma.15G084200
Legume.fam3.02097,Glyma.13G055700,Glyma.19G031100,Glyma.08G247500,Glyma.18G268900
Legume.fam3.02101,Glyma.02G011900,Glyma.10G012400,Glyma.03G220000,Glyma.19G216900
Legume.fam3.02103,Glyma.18G237100,Glyma.09G255700,Glyma.16G032700,Glyma.07G066600
Legume.fam3.02104,Glyma.07G060400,Glyma.16G029000,Glyma.03G255000,Glyma.19G252600
Legume.fam3.02105,Glyma.03G258100,Glyma.19G256700,Glyma.16G023900,Glyma.07G055200
Legume.fam3.02109,Glyma.13G358000,Glyma.15G015400,Glyma.08G205600,Glyma.07G005100
Legume.fam3.02112,Glyma.18G224000,Glyma.09G266600,Glyma.03G020800,Glyma.07G082700
Legume.fam3.02113,Glyma.18G251800,Glyma.09G242900,Glyma.03G111200,Glyma.07G114400
Legume.fam3.02115,Glyma.07G139500,Glyma.18G190100,Glyma.01G105900,Glyma.03G073600
Legume.fam3.02118,Glyma.16G024200,Glyma.07G055500,Glyma.19G256100,Glyma.03G257600
Legume.fam3.02121,Glyma.09G245000,Glyma.18G248200,Glyma.07G119000,Glyma.03G107700
Legume.fam3.02122,Glyma.01G132000,Glyma.03G036500,Glyma.09G276300,Glyma.18G215100
Legume.fam3.02123,Glyma.07G141900,Glyma.18G192400,Glyma.01G107000,Glyma.03G073760
Legume.fam3.02124,Glyma.01G106200,Glyma.03G073710,Glyma.07G140800,Glyma.18G190700
Legume.fam3.02125,Glyma.04G169200,Glyma.06G194200,Glyma.05G026600,Glyma.17G100300
Legume.fam3.02127,Glyma.06G184300,Glyma.04G180800,Glyma.05G036000,Glyma.17G091400
Legume.fam3.02129,Glyma.04G186700,Glyma.06G179000,Glyma.17G086500,Glyma.05G040400
Legume.fam3.02135,Glyma.06G240700,Glyma.12G155800,Glyma.12G224700,Glyma.13G276600
Legume.fam3.02136,Glyma.08G008100,Glyma.05G200800,Glyma.04G200600,Glyma.06G164900
Legume.fam3.02140,Glyma.08G136600,Glyma.05G179100,Glyma.18G017700,Glyma.11G239700
Legume.fam3.02147,Glyma.15G136400,Glyma.09G031200,Glyma.07G233400,Glyma.17G038400
Legume.fam3.02148,Glyma.13G116100,Glyma.17G043700,Glyma.15G184900,Glyma.09G077500
Legume.fam3.02150,Glyma.15G179800,Glyma.09G071800,Glyma.17G047500,Glyma.13G112200
Legume.fam3.02151,Glyma.20G203700,Glyma.10G186800,Glyma.10G007000,Glyma.02G006200
Legume.fam3.02153,Glyma.15G102300,Glyma.13G210500,Glyma.17G019000,Glyma.07G255300
